,hannanum,kkma,komoran,okt
29,"('학습', 'NC')","('과', 'JC')","('공간', 'NNG')","('운영', 'Noun')"
30,"('공간', 'NC')","('휴게', 'NNG')","('과', 'JC')","('하고', 'Josa')"
31,"('과', 'JC')","('공간', 'NNG')","('휴게', 'NNG')","(',', 'Punctuation')"
32,"('휴', 'NC')","('으로', 'JKM')","('공간', 'NNG')","('쉬는', 'Verb')"
33,"('이', 'JP')","('분리', 'NNG')","('으로', 'JKB')","('시간', 'Noun')"
34,"('게', 'EC')","('하', 'XSV')","('분리', 'NNG')","('에는', 'Josa')"
35,"('공간', 'NC')","('어', 'ECS')","('하', 'XSV')","('다', 'Adverb')"
36,"('으로', 'JC')","('운영', 'NNG')","('아', 'EC')","('목적', 'Noun')"
37,"('분리', 'NC')","('하', 'XSV')","('운영', 'NNG')","('실', 'Noun')"
38,"('하', 'XS')","('고', 'ECE')","('하', 'XSV')","('을', 'Josa')"
39,"('어', 'EC')","(',', 'SP')","('고', 'EC')","('휴게', 'Noun')"
40,"('운영', 'NC')","('쉬', 'VV')","(',', 'SP')","('공간', 'Noun')"
41,"('하고', 'JC')","('는', 'ETD')","('쉬', 'VV')","('으로', 'Josa')"
42,"(',', 'SP')","('시간', 'NNG')","('는', 'ETM')","('운영', 'Noun')"
43,"('쉬', 'PV')","('에', 'JKM')","('시간', 'NNG')","('하자', 'Verb')"
44,"('는', 'ET')","('는', 'JX')","('에', 'JKB')","('.', 'Punctuation')"
45,"('시간', 'NB')","('다목적', 'NNG')","('는', 'JX')","('다른', 'Noun')"
46,"('에', 'JC')","('실', 'NNG')","('다목적', 'NNG')","('학생', 'Noun')"
47,"('는', 'JX')","('을', 'JKO')","('실', 'NNG')","('들', 'Suffix')"
48,"('다목적실', 'NC')","('휴게', 'NNG')","('을', 'JKO')","('에게', 'Josa')"
49,"('을', 'JC')","('공간', 'NNG')","('휴게', 'NNG')","('이', 'Noun')"
50,"('휴', 'NC')","('으로', 'JKM')","('공간', 'NNG')","('방안', 'Noun')"
51,"('이', 'JP')","('운영', 'NNG')","('으로', 'JKB')","('에', 'Josa')"
52,"('게', 'EC')","('하', 'XSV')","('운영', 'NNG')","('대해', 'Noun')"
53,"('공간', 'NC')","('자', 'ECE')","('하', 'XSV')","('어떤지', 'Adjective')"
54,"('으로', 'JC')","('.', 'SF')","('자', 'EF')","('물어보고', 'Verb')"
55,"('운영', 'NC')","('다르', 'VV')","('.', 'SF')","('많은', 'Adjective')"
56,"('하', 'XS')","('ㄴ', 'ETD')","('다른', 'MM')","('학생', 'Noun')"
57,"('자', 'EC')","('학생', 'NNG')","('학생', 'NNG')","('이', 'Josa')"
58,"('.', 'SF')","('들', 'XSN')","('들', 'XSN')","('동의', 'Noun')"
59,"('다른', 'MM')","('에게', 'JKM')","('에게', 'JKB')","('하면', 'Verb')"
60,"('학생들', 'NC')","('이', 'MDT')","('이', 'MM')","(',', 'Punctuation')"
61,"('에게', 'JC')","('방안', 'NNG')","('방안', 'NNG')","('다', 'Adverb')"
62,"('이', 'MM')","('에', 'JKM')","('에', 'JKB')","('목적', 'Noun')"
63,"('방안', 'NC')","('대하', 'VV')","('대하', 'VV')","('실', 'Noun')"
64,"('에', 'JC')","('어', 'ECS')","('아', 'EC')","('을', 'Josa')"
65,"('대', 'PV')","('어떻', 'VA')","('어떻', 'VA')","('리', 'Noun')"
66,"('어', 'EC')","('ㄴ지', 'ECD')","('ㄴ지', 'EC')","('모델링', 'Noun')"
67,"('하', 'PX')","('물어보', 'VV')","('물어보', 'VV')","('할', 'Verb')"
68,"('어', 'EC')","('고', 'ECE')","('고', 'EC')","('때', 'Noun')"
69,"('어떤지', 'NC')","('많', 'VA')","('많', 'VA')","('투명', 'Noun')"
70,"('묻', 'PV')","('은', 'ETD')","('은', 'ETM')","('칸막이', 'Noun')"
71,"('어', 'EC')","('학생', 'NNG')","('학생', 'NNG')","('를', 'Josa')"
72,"('보', 'PX')","('이', 'JKS')","('이', 'JKS')","('설치', 'Noun')"
73,"('고', 'EC')","('동의', 'NNG')","('동의', 'NNG')","('해', 'Verb')"
74,"('많', 'PA')","('하면', 'NNP')","('하', 'XSV')","('공간', 'Noun')"
75,"('은', 'ET')","(',', 'SP')","('면', 'EC')","('을', 'Josa')"
76,"('학생', 'NC')","('다목적', 'NNG')","(',', 'SP')","('분리', 'Noun')"
77,"('이', 'JC')","('실', 'NNG')","('다목적', 'NNG')","('해', 'Verb')"
78,"('동의', 'NC')","('을', 'JKO')","('실', 'NNG')","('달라', 'Noun')"
79,"('하', 'XS')","('리모델링', 'NNG')","('을', 'JKO')","('고', 'Josa')"
80,"('면', 'EC')","('하', 'XSV')","('리', 'NNB')","('학교', 'Noun')"
81,"(',', 'SP')","('ㄹ', 'ETD')","('모델링', 'NNP')","('에', 'Josa')"
82,"('다목적실', 'NC')","('때', 'NNG')","('하', 'XSA')","('건의', 'Noun')"
83,"('을', 'JC')","('투명', 'NNG')","('ㄹ', 'ETM')","('해', 'Verb')"
84,"('리모델링할', 'NC')","('칸막이', 'NNG')","('때', 'NNG')","('보자', 'Verb')"
85,"('때', 'NC')","('를', 'JKO')","('투명', 'NNP')","('.', 'Punctuation')"
86,"('투명', 'NC')","('설치', 'NNG')","('칸막이', 'NNG')","('오늘', 'Noun')"
87,"('칸막이', 'NC')","('하', 'XSV')","('를', 'JKO')","('협의', 'Noun')"
88,"('를', 'JC')","('어', 'ECS')","('설치', 'NNG')","('는', 'Josa')"
89,"('설치', 'NC')","('공간', 'NNG')","('하', 'XSV')","('이', 'Determiner')"
90,"('하', 'XS')","('을', 'JKO')","('아', 'EC')","('것', 'Noun')"
91,"('어', 'EC')","('분리', 'NNG')","('공간', 'NNG')","('으로', 'Josa')"
92,"('공간', 'NC')","('하', 'XSV')","('을', 'JKO')","('마무리', 'Noun')"
93,"('을', 'JC')","('어', 'ECS')","('분리', 'NNG')","('하자', 'Verb')"
94,"('분리', 'NC')","('달라', 'VV')","('하', 'XSV')","('.', 'Punctuation')"
95,"('하', 'XS')","('고', 'ECE')","('아', 'EC')",-
96,"('어', 'EC')","('학교', 'NNG')","('달', 'VV')",-
97,"('다르', 'PA')","('에', 'JKM')","('라고', 'EC')",-
98,"('아', 'EF')","('건의', 'NNG')","('학교', 'NNG')",-
99,"('고', 'JC')","('하', 'XSV')","('에', 'JKB')",-
100,"('학교', 'NC')","('어', 'ECS')","('건의', 'NNG')",-
101,"('에', 'JC')","('보', 'VV')","('하', 'XSV')",-
102,"('건의', 'NC')","('자', 'ECE')","('아', 'EC')",-
103,"('하', 'XS')","('.', 'SF')","('보', 'VX')",-
104,"('어', 'EC')","('오늘', 'NNG')","('자', 'EF')",-
105,"('보', 'PX')","('협의', 'NNG')","('.', 'SF')",-
106,"('자', 'EC')","('는', 'JX')","('오늘', 'NNG')",-
107,"('.', 'SF')","('이것', 'NP')","('협의', 'NNG')",-
108,"('오늘', 'NC')","('으로', 'JKM')","('는', 'JX')",-
109,"('협의', 'NC')","('마무리', 'NNG')","('이것', 'NP')",-
110,"('는', 'JX')","('하', 'XSV')","('으로', 'JKB')",-
111,"('이것', 'NP')","('자', 'ECE')","('마무리', 'NNG')",-
112,"('으로', 'JC')","('.', 'SF')","('하', 'XSV')",-
113,"('마무리', 'NC')",-,"('자', 'EF')",-
114,"('하', 'XS')",-,"('.', 'SF')",-
115,"('자', 'EC')",-,-,-
116,"('.', 'SF')",-,-,-
