,hannanum,kkma,komoran,okt
3,"('도', 'JX')","('에서', 'JKM')","('도', 'JX')","('우려', 'Noun')"
4,"('우', 'NC')","('도', 'JX')","('우려', 'NNG')","('한', 'Josa')"
5,"('이', 'JP')","('우려', 'NNG')","('하', 'XSV')","('것', 'Noun')"
6,"('리', 'EP')","('하', 'XSV')","('ㄴ', 'ETM')","('처럼', 'Josa')"
7,"('어', 'EC')","('ㄴ', 'ETD')","('것', 'NNB')","('각각', 'Noun')"
8,"('하', 'PX')","('것', 'NNB')","('처럼', 'JKB')","('의', 'Josa')"
9,"('ㄴ', 'ET')","('처럼', 'JKM')","('각각', 'NNG')","('공간', 'Noun')"
10,"('것', 'NB')","('각각', 'NNG')","('의', 'JKG')","('이', 'Josa')"
11,"('처럼', 'JC')","('의', 'JKG')","('공간', 'NNG')","('좁을', 'Adjective')"
12,"('각각', 'NC')","('공간', 'NNG')","('이', 'JKS')","('것', 'Noun')"
13,"('의', 'JC')","('이', 'JKS')","('좁', 'VA')","('같아', 'Adjective')"
14,"('공간', 'NC')","('좁', 'VA')","('을', 'ETM')","('.', 'Punctuation')"
15,"('이', 'JC')","('을', 'ETD')","('것', 'NNB')","('다', 'Adverb')"
16,"('좁', 'PA')","('것', 'NNB')","('같', 'VA')","('목적', 'Noun')"
17,"('을', 'ET')","('같', 'VA')","('아', 'EF')","('실', 'Noun')"
18,"('것', 'NB')","('아', 'ECD')","('.', 'SF')","('을', 'Josa')"
19,"('같', 'PA')","('.', 'SF')","('다목적', 'NNG')","('학습', 'Noun')"
20,"('아', 'EC')","('다목적', 'NNG')","('실', 'NNG')","('공간', 'Noun')"
21,"('.', 'SF')","('실', 'NNG')","('을', 'JKO')","('으로', 'Josa')"
22,"('다목적실', 'NC')","('을', 'JKO')","('학습', 'NNG')","('운영', 'Noun')"
23,"('을', 'JC')","('학습', 'NNG')","('공간', 'NNG')","('하는', 'Verb')"
24,"('학습', 'NC')","('공간', 'NNG')","('으로', 'JKB')","('시간', 'Noun')"
25,"('공간', 'NC')","('으로', 'JKM')","('운영', 'NNG')","('과', 'Josa')"
26,"('으로', 'JC')","('운영', 'NNG')","('하', 'XSV')","('휴게', 'Noun')"
27,"('운영', 'NC')","('하', 'XSV')","('는', 'ETM')","('공간', 'Noun')"
28,"('하', 'XS')","('는', 'ETD')","('시간', 'NNG')","('으로', 'Josa')"
29,"('는', 'ET')","('시간', 'NNG')","('과', 'JC')","('운영', 'Noun')"
30,"('시간', 'NB')","('과', 'JC')","('휴게', 'NNG')","('하는', 'Verb')"
31,"('과', 'JC')","('휴게', 'NNG')","('공간', 'NNG')","('시간', 'Noun')"
32,"('휴', 'NC')","('공간', 'NNG')","('으로', 'JKB')","('을', 'Josa')"
33,"('이', 'JP')","('으로', 'JKM')","('운영', 'NNG')","('구분', 'Noun')"
34,"('게', 'EC')","('운영', 'NNG')","('하', 'XSV')","('하는', 'Verb')"
35,"('공간', 'NC')","('하', 'XSV')","('는', 'ETM')","('게', 'Noun')"
36,"('으로', 'JC')","('는', 'ETD')","('시간', 'NNG')","('더', 'Noun')"
37,"('운영', 'NC')","('시간', 'NNG')","('을', 'JKO')","('낫겠어', 'Verb')"
38,"('하', 'XS')","('을', 'JKO')","('구분', 'NNG')","('.', 'Punctuation')"
39,"('는', 'ET')","('구분', 'NNG')","('하', 'XSV')","('\n', 'Foreign')"
40,"('시간', 'NC')","('하', 'XSV')","('는', 'ETM')",-
41,"('을', 'JC')","('는', 'ETD')","('게', 'NNG')",-
42,"('구분', 'NC')","('것', 'NNB')","('더', 'MAG')",-
43,"('하', 'XS')","('이', 'JKS')","('낫', 'VA')",-
44,"('는', 'ET')","('더', 'MAG')","('겠', 'EP')",-
45,"('것', 'NB')","('낫', 'VV')","('어', 'EF')",-
46,"('이', 'JC')","('겠', 'EPT')","('.', 'SF')",-
47,"('더', 'MA')","('어', 'EFN')",-,-
48,"('낫', 'PA')","('.', 'SF')",-,-
49,"('겠', 'EP')",-,-,-
50,"('어', 'EF')",-,-,-
51,"('.', 'SF')",-,-,-
0,"('다목적실', 'NC')","('다목적', 'NNG')","('다목적', 'NNG')","('다', 'Adverb')"
1,"('을', 'JC')","('싣', 'VV')","('실', 'NNG')","('목적', 'Noun')"
2,"('시간대별', 'NC')","('을', 'ETD')","('을', 'JKO')","('실', 'Noun')"
3,"('로', 'JC')","('시간', 'NNG')","('시간대', 'NNG')","('을', 'Josa')"
4,"('학습', 'NC')","('대별', 'NNG')","('별', 'XSN')","('시간대', 'Noun')"
5,"('공간', 'NC')","('로', 'JKM')","('로', 'JKB')","('별로', 'Noun')"
6,"('과', 'JC')","('학습', 'NNG')","('학습', 'NNG')","('학습', 'Noun')"
7,"('휴', 'NC')","('공간', 'NNG')","('공간', 'NNG')","('공간', 'Noun')"
8,"('이', 'JP')","('과', 'JC')","('과', 'JC')","('과', 'Josa')"
9,"('게', 'EC')","('휴게', 'NNG')","('휴게', 'NNG')","('휴게', 'Noun')"
10,"('공간', 'NC')","('공간', 'NNG')","('공간', 'NNG')","('공간', 'Noun')"
11,"('으로', 'JC')","('으로', 'JKM')","('으로', 'JKB')","('으로', 'Josa')"
12,"('운영하자', 'NC')","('운영', 'NNG')","('운영', 'NNG')","('운영', 'Noun')"
13,"('는', 'JX')","('하', 'XSV')","('하', 'XSV')","('하자는', 'Verb')"
14,"('의견', 'NC')","('자고', 'ECD')","('자는', 'ETM')","('의견', 'Noun')"
15,"('에', 'JC')","('하', 'VV')","('의견', 'NNG')","('에는', 'Josa')"
16,"('는', 'JX')","('는', 'ETD')","('에', 'JKB')","('동의', 'Noun')"
17,"('동의해', 'NC')","('의견', 'NNG')","('는', 'JX')","('해', 'Verb')"
18,"('.', 'SF')","('에', 'JKM')","('동의', 'NNG')","('.', 'Punctuation')"
19,"('그런데', 'MA')","('는', 'JX')","('하', 'XSV')","('그런데', 'Conjunction')"
20,"('그렇', 'PA')","('동의', 'NNG')","('아', 'EF')","('그렇게', 'Adverb')"
21,"('게', 'EC')","('하', 'XSV')","('.', 'SF')","('운영', 'Noun')"
22,"('운영', 'NC')","('어', 'ECS')","('그런데', 'MAJ')","('하기', 'Verb')"
23,"('하', 'XS')","('.', 'SF')","('그렇', 'VA')","('위', 'Noun')"
24,"('기', 'ET')","('그런데', 'MAG')","('게', 'EC')","('해서는', 'Verb')"
25,"('위하', 'PV')","('그렇', 'VA')","('운영', 'NNG')","('많은', 'Adjective')"
26,"('어서', 'EC')","('게', 'ECD')","('하', 'XSV')","('학생', 'Noun')"
27,"('는', 'JX')","('운영', 'NNG')","('기', 'ETN')","('이', 'Josa')"
28,"('많', 'PA')","('하', 'XSV')","('위하', 'VV')","('수긍', 'Noun')"
29,"('은', 'ET')","('기', 'ETN')","('아서', 'EC')","('할', 'Verb')"
30,"('학생', 'NC')","('위하', 'VV')","('는', 'JX')","('수', 'Noun')"
31,"('이', 'JC')","('어서', 'ECD')","('많', 'VA')","('있는', 'Adjective')"
32,"('수긍', 'NC')","('는', 'JX')","('은', 'ETM')","('기준', 'Noun')"
33,"('하', 'XS')","('많', 'VA')","('학생', 'NNG')","('이', 'Josa')"
34,"('ㄹ', 'ET')","('은', 'ETD')","('이', 'JKS')","('필요해', 'Adjective')"
35,"('수', 'NB')","('학생', 'NNG')","('수긍', 'NNG')","('.', 'Punctuation')"
36,"('있', 'PX')","('이', 'JKS')","('하', 'XSV')","('\n', 'Foreign')"
37,"('는', 'ET')","('수긍', 'NNG')","('ㄹ', 'ETM')",-
38,"('기준', 'NC')","('하', 'XSV')","('수', 'NNB')",-
39,"('이', 'JC')","('ㄹ', 'ETD')","('있', 'VV')",-
40,"('필요', 'NC')","('수', 'NNB')","('는', 'ETM')",-
41,"('하', 'XS')","('있', 'VV')","('기준', 'NNG')",-
42,"('어', 'EC')","('는', 'ETD')","('이', 'JKS')",-
43,"('.', 'SF')","('기준', 'NNG')","('필요', 'NNG')",-
44,-,"('이', 'JKS')","('하', 'XSV')",-
45,-,"('필요', 'NNG')","('아', 'EF')",-
46,-,"('하', 'XSV')","('.', 'SF')",-
47,-,"('어', 'ECS')",-,-
48,-,"('.', 'SF')",-,-
0,"('그렇', 'PA')","('그리하', 'VV')","('그래', 'IC')","('그래', 'Adjective')"
1,"('어', 'EC')","('여', 'ECD')","(',', 'SP')","(',', 'Punctuation')"
2,"(',', 'SP')","(',', 'SP')","('기준', 'NNG')","('기준', 'Noun')"
3,"('기준', 'NC')","('기준', 'NNG')","('이', 'JKS')","('이', 'Josa')"
4,"('이', 'JC')","('이', 'JKS')","('필요', 'NNG')","('필요하겠다', 'Adjective')"
5,"('필요', 'NC')","('필요', 'NNG')","('하', 'XSV')","('.', 'Punctuation')"
6,"('하', 'XS')","('하', 'XSV')","('겠', 'EP')","('다', 'Adverb')"
7,"('겠', 'EP')","('겠', 'EPT')","('다', 'EF')","('목적', 'Noun')"
8,"('다', 'EF')","('다', 'EFN')","('.', 'SF')","('실', 'Noun')"
9,"('.', 'SF')","('.', 'SF')","('다목적', 'NNG')","('에서', 'Josa')"
10,"('다목적실', 'NC')","('다목적', 'NNG')","('실', 'NNG')","('공부', 'Noun')"
11,"('에서', 'JC')","('실', 'NNG')","('에서', 'JKB')","('하는', 'Verb')"
12,"('공부', 'NC')","('에서', 'JKM')","('공부', 'NNG')","('학생', 'Noun')"
13,"('하', 'XS')","('공부', 'NNG')","('하', 'XSV')","('들', 'Suffix')"
14,"('는', 'ET')","('하', 'XSV')","('는', 'ETM')","('이', 'Josa')"
15,"('학생들', 'NC')","('는', 'ETD')","('학생', 'NNG')","('가장', 'Noun')"
16,"('이', 'JC')","('학생', 'NNG')","('들', 'XSN')","('많을', 'Adjective')"
17,"('가장', 'MA')","('들', 'XSN')","('이', 'JKS')","('때', 'Noun')"
18,"('많', 'PA')","('이', 'JKS')","('가장', 'MAG')","('는', 'Josa')"
19,"('을', 'ET')","('가장', 'MAG')","('많', 'VA')","('점심시간', 'Noun')"
20,"('때', 'NC')","('많', 'VA')","('을', 'ETM')","('인', 'Josa')"
21,"('는', 'JX')","('을', 'ETD')","('때', 'NNG')","('것', 'Noun')"
22,"('점심시간', 'NC')","('때', 'NNG')","('는', 'JX')","('을', 'Josa')"
23,"('이', 'JP')","('는', 'JX')","('점심시간', 'NNG')","('고려', 'Noun')"
24,"('ㄴ', 'ET')","('점심시간', 'NNG')","('이', 'VCP')","('하자', 'Verb')"
25,"('것', 'NB')","('이', 'VCP')","('ㄴ', 'ETM')","('.', 'Punctuation')"
26,"('을', 'JC')","('ㄴ', 'ETD')","('것', 'NNB')","('그', 'Noun')"
27,"('고', 'PV')","('것', 'NNB')","('을', 'JKO')","('시간', 'Noun')"
28,"('려', 'EC')","('을', 'JKO')","('고려', 'NNG')","('에는', 'Josa')"
29,"('하', 'PX')","('고려', 'NNP')","('하', 'XSV')","('학습', 'Noun')"
30,"('자', 'EC')","('하', 'XSV')","('자', 'EF')","('공간', 'Noun')"
31,"('.', 'SF')","('자', 'ECE')","('.', 'SF')","('으로', 'Josa')"
32,"('그', 'MM')","('.', 'SF')","('그', 'MM')","('운영', 'Noun')"
33,"('시간', 'NB')","('그', 'MDT')","('시간', 'NNG')","('하고', 'Josa')"
34,"('에', 'JC')","('시간', 'NNG')","('에', 'JKB')","(',', 'Punctuation')"
35,"('는', 'JX')","('에', 'JKM')","('는', 'JX')","('수업', 'Noun')"
36,"('학습', 'NC')","('는', 'JX')","('학습', 'NNG')","('사이', 'Noun')"
37,"('공간', 'NC')","('학습', 'NNG')","('공간', 'NNG')","('의', 'Josa')"
38,"('으로', 'JC')","('공간', 'NNG')","('으로', 'JKB')","('쉬는', 'Verb')"
39,"('운영', 'NC')","('으로', 'JKM')","('운영', 'NNG')","('시간', 'Noun')"
40,"('하고', 'JC')","('운영', 'NNG')","('하', 'XSV')","('에는', 'Josa')"
41,"(',', 'SP')","('하', 'XSV')","('고', 'EC')","('휴게', 'Noun')"
42,"('수업', 'NC')","('고', 'ECE')","(',', 'SP')","('공간', 'Noun')"
43,"('사이', 'NC')","(',', 'SP')","('수업', 'NNG')","('으로', 'Josa')"
44,"('의', 'JC')","('수업', 'NNG')","('사이', 'NNG')","('운영', 'Noun')"
45,"('쉬', 'PV')","('사이', 'NNG')","('의', 'JKG')","('하는', 'Verb')"
46,"('는', 'ET')","('의', 'JKG')","('쉬', 'VV')","('건', 'Noun')"
47,"('시간', 'NB')","('쉬', 'VV')","('는', 'ETM')","('어때', 'Adjective')"
48,"('에', 'JC')","('는', 'ETD')","('시간', 'NNG')","('?', 'Punctuation')"
49,"('는', 'JX')","('시간', 'NNG')","('에', 'JKB')","('\n', 'Foreign')"
50,"('휴', 'NC')","('에', 'JKM')","('는', 'JX')",-
51,"('이', 'JP')","('는', 'JX')","('휴게', 'NNG')",-
52,"('게', 'EC')","('휴게', 'NNG')","('공간', 'NNG')",-
53,"('공간', 'NC')","('공간', 'NNG')","('으로', 'JKB')",-
54,"('으로', 'JC')","('으로', 'JKM')","('운영', 'NNG')",-
55,"('운영', 'NC')","('운영', 'NNG')","('하', 'XSV')",-
56,"('하', 'XS')","('하', 'XSV')","('는', 'ETM')",-
57,"('는', 'ET')","('는', 'ETD')","('건', 'NNB')",-
58,"('거', 'NB')","('건', 'NNM')","('어떻', 'VA')",-
59,"('은', 'JX')","('어', 'VV')","('어', 'EF')",-
60,"('어때', 'II')","('어', 'ECS')","('?', 'SF')",-
61,"('?', 'SF')","('때', 'NNG')",-,-
62,-,"('?', 'SF')",-,-
0,"('공부', 'NC')","('공부', 'NNG')","('공부', 'NNG')","('공부', 'Noun')"
1,"('하', 'XS')","('하', 'XSV')","('하', 'XSV')","('하는', 'Verb')"
2,"('는', 'ET')","('는', 'ETD')","('는', 'ETM')","('학생', 'Noun')"
3,"('학생들', 'NC')","('학생', 'NNG')","('학생', 'NNG')","('들', 'Suffix')"
4,"('을', 'JC')","('들', 'XSN')","('들', 'XSN')","('을', 'Josa')"
5,"('고', 'PV')","('을', 'JKO')","('을', 'JKO')","('고려', 'Noun')"
6,"('려', 'EC')","('고려', 'NNP')","('고려', 'NNG')","('하는', 'Verb')"
7,"('하', 'PX')","('하', 'XSV')","('하', 'XSV')","('건', 'Noun')"
8,"('는', 'ET')","('는', 'ETD')","('는', 'ETM')","('좋아', 'Adjective')"
9,"('거', 'NB')","('것', 'NNB')","('건', 'NNB')","('.', 'Punctuation')"
10,"('은', 'JX')","('은', 'JKS')","('좋', 'VA')","('하지만', 'Conjunction')"
11,"('좋', 'PA')","('좋', 'VA')","('아', 'EF')","('점심시간', 'Noun')"
12,"('아', 'EC')","('아', 'ECD')","('.', 'SF')","('은', 'Josa')"
13,"('.', 'SF')","('.', 'SF')","('하지만', 'MAJ')","('수업', 'Noun')"
14,"('하', 'PV')","('하지만', 'MAC')","('점심시간', 'NNG')","('사이', 'Noun')"
15,"('지만', 'EC')","('점심시간', 'NNG')","('은', 'JX')","('의', 'Josa')"
16,"('점심시간', 'NC')","('은', 'JX')","('수업', 'NNG')","('쉬는', 'Verb')"
17,"('은', 'JX')","('수업', 'NNG')","('사이', 'NNG')","('시간', 'Noun')"
18,"('수업', 'NC')","('사이', 'NNG')","('의', 'JKG')","('보다', 'Josa')"
19,"('사이', 'NC')","('의', 'JKG')","('쉬', 'VV')","('길어', 'Adjective')"
20,"('의', 'JC')","('쉬', 'VV')","('는', 'ETM')","('.', 'Punctuation')"
21,"('쉬', 'PV')","('는', 'ETD')","('시간', 'NNG')","('그', 'Noun')"
22,"('는', 'ET')","('시간', 'NNG')","('보다', 'JKB')","('시간', 'Noun')"
23,"('시간', 'NB')","('보다', 'JKM')","('길', 'VA')","('에', 'Josa')"
24,"('보다', 'JC')","('긷', 'VV')","('어', 'EF')","('친구', 'Noun')"
25,"('길', 'PA')","('어', 'ECD')","('.', 'SF')","('들', 'Suffix')"
26,"('어', 'EC')","('.', 'SF')","('그', 'MM')","('과', 'Josa')"
27,"('.', 'SF')","('그', 'MDT')","('시간', 'NNG')","('대화', 'Noun')"
28,"('그', 'MM')","('시간', 'NNG')","('에', 'JKB')","('하고', 'Josa')"
29,"('시간', 'NB')","('에', 'JKM')","('친구', 'NNG')","('싶은', 'Verb')"
30,"('에', 'JC')","('친구', 'NNG')","('들', 'XSN')","('학생', 'Noun')"
31,"('친구들', 'NC')","('들', 'XSN')","('과', 'JC')","('들', 'Suffix')"
32,"('과', 'JC')","('과', 'JKO')","('대화', 'NNG')","('의', 'Josa')"
33,"('대화', 'NC')","('대화', 'NNG')","('하', 'XSV')","('마음', 'Noun')"
34,"('하고', 'JC')","('하', 'XSV')","('고', 'EC')","('도', 'Josa')"
35,"('싶', 'PX')","('고', 'ECE')","('싶', 'VX')","('존중', 'Noun')"
36,"('은', 'ET')","('싶', 'VXA')","('은', 'ETM')","('해', 'Verb')"
37,"('학생들', 'NC')","('은', 'ETD')","('학생', 'NNG')","('줬으면', 'Verb')"
38,"('의', 'JC')","('학생', 'NNG')","('들', 'XSN')","('해', 'Noun')"
39,"('마음', 'NC')","('들', 'XSN')","('의', 'JKG')","('.', 'Punctuation')"
40,"('도', 'JX')","('의', 'JKG')","('마음', 'NNG')","('투명', 'Noun')"
41,"('존중', 'NC')","('마음', 'NNG')","('도', 'JX')","('칸막이', 'Noun')"
42,"('하', 'XS')","('도', 'JX')","('존중', 'NNG')","('로', 'Josa')"
43,"('어', 'EC')","('존중', 'NNG')","('하', 'XSV')","('공간', 'Noun')"
44,"('주', 'PX')","('하', 'XSV')","('아', 'EC')","('을', 'Josa')"
45,"('었', 'EP')","('어', 'ECS')","('주', 'VX')","('분리', 'Noun')"
46,"('으면', 'EC')","('주', 'VXV')","('었', 'EP')","('해서', 'Verb')"
47,"('하', 'PX')","('었', 'EPT')","('으면', 'EC')","('대화', 'Noun')"
48,"('어', 'EF')","('으면', 'ECD')","('하', 'VX')","('공간', 'Noun')"
49,"('.', 'SF')","('하', 'VV')","('아', 'EF')","('을', 'Josa')"
50,"('투명', 'NC')","('어', 'ECS')","('.', 'SF')","('따로', 'Adverb')"
51,"('칸막이', 'NC')","('.', 'SF')","('투명', 'NNP')","('만들면', 'Verb')"
52,"('로', 'JC')","('투명', 'NNG')","('칸막이', 'NNG')","('좋겠어', 'Adjective')"
53,"('공간', 'NC')","('칸막이', 'NNG')","('로', 'JKB')","('.', 'Punctuation')"
54,"('을', 'JC')","('로', 'JKM')","('공간', 'NNG')","('그렇게', 'Adverb')"
55,"('분리', 'NC')","('공간', 'NNG')","('을', 'JKO')","('하면', 'Verb')"
56,"('하', 'XS')","('을', 'JKO')","('분리', 'NNG')","('점심시간', 'Noun')"
57,"('어서', 'EC')","('분리', 'NNG')","('하', 'XSV')","('에', 'Josa')"
58,"('대화', 'NC')","('하', 'XSV')","('아서', 'EC')","('다', 'Adverb')"
59,"('공간', 'NC')","('어서', 'ECD')","('대화', 'NNG')","('목적', 'Noun')"
60,"('을', 'JC')","('대화', 'NNG')","('공간', 'NNG')","('실', 'Noun')"
61,"('따로', 'MA')","('공간', 'NNG')","('을', 'JKO')","('에서', 'Josa')"
62,"('만들', 'PV')","('을', 'JKO')","('따로', 'MAG')","('친구', 'Noun')"
63,"('면', 'EC')","('따로', 'MAG')","('만들', 'VV')","('들', 'Suffix')"
64,"('좋', 'PA')","('만들', 'VV')","('면', 'EC')","('과', 'Josa')"
65,"('겠', 'EP')","('면', 'ECE')","('좋', 'VA')","('대화', 'Noun')"
66,"('어', 'EF')","('좋', 'VA')","('겠', 'EP')","('하기를', 'Verb')"
67,"('.', 'SF')","('겠', 'EPT')","('어', 'EF')","('원하는', 'Adjective')"
68,"('그렇', 'PA')","('어', 'EFN')","('.', 'SF')","('학생', 'Noun')"
69,"('게', 'EC')","('.', 'SF')","('그렇', 'VA')","('들', 'Suffix')"
70,"('하', 'PV')","('그렇', 'VV')","('게', 'EC')","('의', 'Josa')"
71,"('면', 'EC')","('게', 'ECD')","('하', 'VV')","('요구', 'Noun')"
72,"('점심시간', 'NC')","('하', 'VV')","('면', 'EC')","('가', 'Josa')"
73,"('에', 'JC')","('면', 'ECE')","('점심시간', 'NNG')","('수용', 'Noun')"
74,"('다목적실', 'NC')","('점심시간', 'NNG')","('에', 'JKB')","('될', 'Verb')"
75,"('에서', 'JC')","('에', 'JKM')","('다목적', 'NNG')","('수', 'Noun')"
76,"('친구들', 'NC')","('다목적', 'NNG')","('실', 'NNG')","('있고', 'Adjective')"
77,"('과', 'JC')","('실', 'NNG')","('에서', 'JKB')","('공간', 'Noun')"
78,"('대화하기', 'NC')","('에서', 'JKM')","('친구', 'NNG')","('이', 'Josa')"
79,"('를', 'JC')","('친구', 'NNG')","('들', 'XSN')","('좁다는', 'Adjective')"
80,"('원하', 'PV')","('들', 'XSN')","('과', 'JC')","('느낌', 'Noun')"
81,"('는', 'ET')","('과', 'JKO')","('대화', 'NNG')","('도', 'Josa')"
82,"('학생들', 'NC')","('대화', 'NNG')","('하', 'XSV')","('완화', 'Noun')"
83,"('의', 'JC')","('하', 'XSV')","('기', 'ETN')","('될', 'Verb')"
84,"('요구', 'NC')","('기', 'ETN')","('를', 'JKO')","('수', 'Noun')"
85,"('가', 'JC')","('를', 'JKO')","('원하', 'VV')","('있을', 'Adjective')"
86,"('수용', 'NC')","('원하', 'VV')","('는', 'ETM')","('거야', 'Eomi')"
87,"('되', 'XS')","('는', 'ETD')","('학생', 'NNG')","('.', 'Punctuation')"
88,"('ㄹ', 'ET')","('학생', 'NNG')","('들', 'XSN')","('\n', 'Foreign')"
89,"('수', 'NB')","('들', 'XSN')","('의', 'JKG')",-
90,"('있', 'PX')","('의', 'JKG')","('요구', 'NNG')",-
91,"('고', 'EC')","('요구', 'NNG')","('가', 'JKS')",-
92,"('공간', 'NC')","('가', 'JKS')","('수용', 'NNG')",-
93,"('이', 'JC')","('수용', 'NNG')","('되', 'XSV')",-
94,"('좁', 'PA')","('되', 'XSV')","('ㄹ', 'ETM')",-
95,"('다', 'EF')","('ㄹ', 'ETD')","('수', 'NNB')",-
96,"('는', 'ET')","('수', 'NNB')","('있', 'VV')",-
97,"('느끼', 'PV')","('있', 'VV')","('고', 'EC')",-
98,"('ㅁ', 'ET')","('고', 'ECE')","('공간', 'NNG')",-
99,"('도', 'JX')","('공간', 'NNG')","('이', 'JKS')",-
100,"('완화', 'NC')","('이', 'JKS')","('좁', 'VA')",-
101,"('되', 'XS')","('좁', 'VA')","('다는', 'ETM')",-
102,"('ㄹ', 'ET')","('다는', 'ETD')","('느낌', 'NNG')",-
103,"('수', 'NB')","('느낌', 'NNG')","('도', 'JX')",-
104,"('있', 'PX')","('도', 'JX')","('완화', 'NNG')",-
105,"('을', 'ET')","('완화', 'NNG')","('되', 'XSV')",-
106,"('것', 'NB')","('되', 'XSV')","('ㄹ', 'ETM')",-
107,"('이', 'JP')","('ㄹ', 'ETD')","('수', 'NNB')",-
108,"('야', 'EF')","('수', 'NNB')","('있', 'VV')",-
109,"('.', 'SF')","('있', 'VV')","('을', 'ETM')",-
110,-,"('을', 'ETD')","('거', 'NNB')",-
111,-,"('거', 'NNB')","('야', 'JKV')",-
112,-,"('야', 'JX')","('.', 'SF')",-
113,-,"('.', 'SF')",-,-
0,"('좋', 'PA')","('좋', 'VA')","('좋', 'VA')","('좋은', 'Adjective')"
1,"('은', 'ET')","('은', 'ETD')","('은', 'ETM')","('생각', 'Noun')"
2,"('생각', 'NC')","('생각', 'NNG')","('생각', 'NNG')","('이다', 'Josa')"
3,"('이', 'JP')","('이', 'VCP')","('이', 'VCP')","('.', 'Punctuation')"
4,"('다', 'EF')","('다', 'EFN')","('다', 'EF')","('투명', 'Noun')"
5,"('.', 'SF')","('.', 'SF')","('.', 'SF')","('칸막이', 'Noun')"
6,"('투명', 'NC')","('투명', 'NNG')","('투명', 'NNP')","('설치', 'Noun')"
7,"('칸막이', 'NC')","('칸막이', 'NNG')","('칸막이', 'NNG')","('를', 'Josa')"
8,"('설치', 'NC')","('설치', 'NNG')","('설치', 'NNG')","('어떻게', 'Adjective')"
9,"('를', 'JC')","('를', 'JKO')","('를', 'JKO')","('할지', 'Verb')"
10,"('어떻', 'PA')","('어떻', 'VA')","('어떻', 'VA')","('방법', 'Noun')"
11,"('게', 'EC')","('게', 'ECD')","('게', 'EC')","('을', 'Josa')"
12,"('하', 'PV')","('하', 'VV')","('하', 'VV')","('찾아봐야겠어', 'Verb')"
13,"('ㄹ지', 'EC')","('ㄹ지', 'ECD')","('ㄹ지', 'EC')","('.', 'Punctuation')"
14,"('방법', 'NC')","('방법', 'NNG')","('방법', 'NNG')","('\n', 'Foreign')"
15,"('을', 'JC')","('을', 'JKO')","('을', 'JKO')",-
16,"('찾', 'PV')","('찾아보', 'VV')","('찾아보', 'VV')",-
17,"('아', 'EC')","('아야', 'ECD')","('아야', 'EC')",-
18,"('보', 'PX')","('겠어', 'UN')","('하', 'VX')",-
19,"('아', 'EP')","('.', 'SF')","('겠', 'EP')",-
20,"('아', 'EF')",-,"('어', 'EF')",-
21,"('.', 'SF')",-,"('.', 'SF')",-
0,"('나', 'NP')","('나도', 'NNG')","('나', 'NP')","('나도', 'Verb')"
1,"('도', 'JX')","('동의', 'NNG')","('도', 'JX')","('동의', 'Noun')"
2,"('동의해', 'NC')","('하', 'XSV')","('동의', 'NNG')","('해', 'Verb')"
3,"('.', 'SF')","('어', 'ECS')","('하', 'XSV')","('.', 'Punctuation')"
4,"('이제', 'MA')","('.', 'SF')","('아', 'EF')","('이제', 'Noun')"
5,"('서로', 'MA')","('이제', 'MAG')","('.', 'SF')","('서로', 'Noun')"
6,"('다르', 'PA')","('서로', 'MAG')","('이제', 'MAG')","('다른', 'Noun')"
7,"('ㄴ', 'ET')","('다른', 'MDT')","('서로', 'MAG')","('생각', 'Noun')"
8,"('생각', 'NC')","('생각', 'NNG')","('다른', 'MM')","('을', 'Josa')"
9,"('을', 'JC')","('을', 'JKO')","('생각', 'NNG')","('잘', 'Verb')"
10,"('잘', 'MA')","('잘', 'MAG')","('을', 'JKO')","('절충', 'Noun')"
11,"('절충', 'NC')","('절충', 'NNG')","('잘', 'MAG')","('해서', 'Verb')"
12,"('하', 'XS')","('하', 'XSV')","('절충', 'NNG')","('좋은', 'Adjective')"
13,"('어서', 'EC')","('어서', 'ECD')","('하', 'XSV')","('방안', 'Noun')"
14,"('좋', 'PA')","('좋', 'VA')","('아서', 'EC')","('이', 'Josa')"
15,"('은', 'ET')","('은', 'ETD')","('좋', 'VA')","('나온', 'Verb')"
16,"('방안', 'NC')","('방안', 'NNG')","('은', 'ETM')","('것', 'Noun')"
17,"('이', 'JC')","('이', 'JKS')","('방안', 'NNG')","('같아', 'Adjective')"
18,"('나', 'PV')","('나오', 'VV')","('이', 'JKS')","('.', 'Punctuation')"
19,"('아', 'EC')","('ㄴ', 'ETD')","('나오', 'VV')","('점심시간', 'Noun')"
20,"('오', 'PX')","('것', 'NNB')","('ㄴ', 'ETM')","('에는', 'Josa')"
21,"('ㄴ', 'ET')","('같', 'VA')","('것', 'NNB')","('학습', 'Noun')"
22,"('것', 'NB')","('아', 'ECD')","('같', 'VA')","('공간', 'Noun')"
23,"('같', 'PA')","('.', 'SF')","('아', 'EF')","('과', 'Josa')"
24,"('아', 'EC')","('점심시간', 'NNG')","('.', 'SF')","('휴게', 'Noun')"
25,"('.', 'SF')","('에', 'JKM')","('점심시간', 'NNG')","('공간', 'Noun')"
26,"('점심시간', 'NC')","('는', 'JX')","('에', 'JKB')","('으로', 'Josa')"
27,"('에', 'JC')","('학습', 'NNG')","('는', 'JX')","('분리', 'Noun')"
28,"('는', 'JX')","('공간', 'NNG')","('학습', 'NNG')","('해', 'Verb')"
